ID,region,type.of.place.of.residence,wealth.index.combined,sex.of.household.member,age.of.household.members,highest.educational.level.attained,current.marital.status,group
6041,eastern cape,rural,poorest,female,16,secondary,never married,1
6042,eastern cape,rural,poorest,male,66,"no education, preschool",widowed,4
6043,eastern cape,rural,poorest,female,18,secondary,never married,1
6044,eastern cape,rural,poorest,female,51,primary,never married,2
6045,eastern cape,rural,poorest,male,19,secondary,never married,4
6046,eastern cape,rural,poorer,female,48,secondary,never married,4
6047,eastern cape,rural,poorer,female,50,primary,married,3
6048,eastern cape,rural,poorer,male,24,secondary,never married,4
6049,eastern cape,rural,poorer,male,20,secondary,never married,2
6050,eastern cape,rural,poorer,male,79,"no education, preschool",married,2
6051,eastern cape,rural,poorest,female,23,secondary,never married,1
6052,free state,urban,middle,male,79,"no education, preschool",never married,4
6053,free state,urban,poorer,male,38,secondary,widowed,4
6054,free state,urban,richer,female,50,secondary,widowed,4
6055,free state,urban,richer,male,29,secondary,never married,2
6056,free state,urban,richer,male,22,secondary,never married,2
6057,free state,urban,middle,male,45,primary,divorced/separated,2
6058,free state,urban,richer,male,42,secondary,married,2
6059,free state,urban,richer,female,40,secondary,married,4
6060,free state,urban,richer,female,15,secondary,never married,1
6061,free state,urban,middle,male,75,"no education, preschool",widowed,4
6062,free state,urban,richer,female,39,secondary,widowed,1
6063,free state,urban,richer,male,15,secondary,never married,2
6064,free state,urban,middle,female,55,"no education, preschool",widowed,4
6065,free state,urban,middle,female,34,primary,married,1
6066,eastern cape,rural,poorer,male,30,secondary,never married,2
6067,eastern cape,rural,richest,male,49,secondary,married,2
6068,eastern cape,rural,richer,male,57,higher,never married,2
6069,free state,urban,middle,female,49,secondary,never married,3
6070,free state,urban,middle,male,40,secondary,never married,5
6071,free state,urban,middle,female,29,secondary,never married,3
6072,free state,urban,middle,female,21,secondary,never married,1
6073,free state,urban,middle,male,32,secondary,never married,2
6074,free state,urban,richest,male,34,higher,married,3
6075,free state,urban,richest,female,32,secondary,married,3
6076,free state,urban,richer,male,30,secondary,never married,2
6077,free state,urban,richest,male,54,secondary,married,5
6078,free state,urban,richest,female,53,secondary,married,4
6079,free state,urban,richest,male,17,secondary,never married,2
6080,free state,urban,richer,male,70,primary,married,4
6081,free state,urban,richer,female,52,secondary,married,4
6082,free state,urban,richer,male,63,secondary,married,2
6083,limpopo,rural,poorer,female,31,secondary,never married,2
6084,limpopo,rural,poorest,female,65,"no education, preschool",widowed,1
6085,limpopo,rural,poorest,male,16,primary,never married,2
6086,limpopo,rural,poorest,male,44,secondary,married,2
6087,limpopo,rural,poorer,female,29,secondary,married,1
6088,limpopo,rural,poorer,female,43,secondary,widowed,3
6089,limpopo,rural,poorest,female,39,secondary,married,1
6090,limpopo,rural,poorest,female,35,secondary,never married,3
6091,limpopo,rural,poorest,female,16,secondary,never married,1
6092,limpopo,rural,poorest,female,32,primary,never married,3
6093,limpopo,rural,poorest,male,15,secondary,never married,2
6094,limpopo,rural,poorer,male,30,secondary,never married,1
6095,limpopo,rural,poorer,female,26,secondary,never married,1
6096,mpumalanga,rural,poorest,female,24,secondary,never married,2
6097,mpumalanga,rural,poorest,female,15,primary,never married,1
6098,mpumalanga,rural,poorer,male,74,"no education, preschool",married,2
6099,mpumalanga,rural,poorer,female,46,primary,married,3
6100,mpumalanga,rural,poorer,male,63,"no education, preschool",married,1
6101,mpumalanga,rural,poorer,female,55,"no education, preschool",married,3
6102,mpumalanga,rural,poorer,female,18,secondary,never married,1
6103,mpumalanga,rural,poorest,female,47,secondary,never married,4
6104,mpumalanga,rural,poorest,female,36,primary,married,4
6105,mpumalanga,rural,poorest,female,16,secondary,never married,1
6106,mpumalanga,rural,poorer,male,32,primary,married,2
6107,mpumalanga,rural,poorest,female,34,secondary,married,2
6108,mpumalanga,urban,poorer,female,38,secondary,never married,3
6109,mpumalanga,urban,middle,female,33,secondary,never married,3
6110,mpumalanga,urban,poorer,female,41,secondary,never married,3
6111,mpumalanga,urban,poorer,male,30,secondary,married,2
6112,mpumalanga,urban,middle,male,27,secondary,married,2
6113,mpumalanga,urban,middle,female,26,secondary,married,2
6114,mpumalanga,urban,richer,female,55,primary,never married,4
6115,mpumalanga,urban,richer,female,28,secondary,never married,1
6116,mpumalanga,urban,middle,female,44,secondary,married,3
6117,eastern cape,urban,richer,female,41,secondary,never married,1
6118,eastern cape,urban,richer,female,28,secondary,never married,3
6119,eastern cape,urban,richer,male,19,secondary,never married,2
6120,eastern cape,urban,richer,female,57,secondary,widowed,3
6121,eastern cape,urban,richer,female,20,secondary,never married,2
6122,eastern cape,urban,richer,female,18,secondary,never married,1
6123,eastern cape,urban,richer,female,37,secondary,never married,3
6124,eastern cape,urban,poorer,male,32,secondary,never married,2
6125,eastern cape,urban,richer,male,53,secondary,married,5
6126,eastern cape,urban,richer,female,44,secondary,married,3
6127,eastern cape,urban,richer,male,25,secondary,never married,2
6128,eastern cape,urban,richer,male,16,secondary,never married,3
6129,eastern cape,urban,richer,female,36,secondary,never married,3
6130,eastern cape,urban,richer,female,36,secondary,never married,1
6131,eastern cape,urban,richer,male,26,secondary,never married,2
6132,free state,urban,poorest,female,20,primary,never married,1
6133,free state,urban,middle,male,56,secondary,married,2
6134,free state,urban,middle,female,38,secondary,married,4
6135,free state,urban,richer,female,54,"no education, preschool",married,4
6136,free state,urban,richer,male,38,secondary,never married,2
6137,free state,urban,richer,female,17,secondary,never married,1
6138,free state,urban,middle,male,53,secondary,widowed,2
6139,free state,urban,poorer,female,49,secondary,never married,4
6140,free state,urban,poorer,male,42,primary,divorced/separated,2
6141,free state,urban,middle,male,35,secondary,never married,4
6142,mpumalanga,urban,poorer,male,36,secondary,married,3
6143,mpumalanga,urban,poorer,female,27,secondary,married,1
6144,mpumalanga,urban,poorest,male,43,secondary,widowed,3
6145,mpumalanga,urban,poorest,male,33,secondary,never married,4
6146,mpumalanga,urban,poorest,male,31,secondary,never married,2
6147,western cape,urban,middle,male,22,secondary,never married,2
6148,western cape,urban,richest,female,23,secondary,never married,1
6149,western cape,urban,richest,female,16,secondary,never married,1
6150,eastern cape,rural,poorer,female,27,secondary,married,4
6151,eastern cape,rural,poorer,female,34,secondary,married,1
6152,eastern cape,rural,poorer,female,77,primary,divorced/separated,4
6153,eastern cape,rural,poorer,female,21,secondary,never married,3
6154,eastern cape,rural,poorer,female,57,secondary,never married,3
6155,eastern cape,rural,poorer,female,25,higher,married,1
6156,eastern cape,rural,poorest,male,26,primary,never married,1
6157,eastern cape,rural,poorer,female,45,secondary,married,4
6158,eastern cape,rural,poorer,male,28,secondary,never married,2
6159,eastern cape,rural,middle,male,73,"no education, preschool",married,2
6160,eastern cape,rural,middle,female,66,"no education, preschool",married,5
6161,eastern cape,rural,middle,female,43,"no education, preschool",married,4
6162,eastern cape,rural,middle,male,21,secondary,never married,2
6163,gauteng,rural,middle,female,30,secondary,married,3
6164,kwazulu-natal,rural,middle,female,45,secondary,married,1
6165,kwazulu-natal,rural,poorer,male,34,secondary,never married,2
6166,kwazulu-natal,rural,middle,female,52,primary,never married,3
6167,kwazulu-natal,rural,middle,female,50,secondary,married,5
6168,kwazulu-natal,rural,middle,male,62,secondary,married,3
6169,kwazulu-natal,rural,middle,female,23,secondary,never married,3
6170,kwazulu-natal,rural,middle,female,45,secondary,never married,1
6171,kwazulu-natal,rural,middle,female,30,secondary,never married,3
6172,eastern cape,rural,poorest,male,78,primary,married,3
6173,eastern cape,rural,poorest,female,60,"no education, preschool",married,3
6174,eastern cape,rural,poorer,female,16,secondary,never married,4
6175,eastern cape,rural,poorer,female,16,secondary,never married,1
6176,eastern cape,rural,poorest,female,64,primary,widowed,1
6177,eastern cape,rural,poorer,female,66,primary,widowed,3
6178,eastern cape,rural,poorer,male,17,secondary,never married,2
6179,eastern cape,rural,poorer,female,42,secondary,never married,5
6180,eastern cape,rural,poorer,female,20,secondary,never married,1
6181,eastern cape,rural,poorest,female,64,"no education, preschool",widowed,3
6182,eastern cape,rural,poorer,female,43,secondary,married,3
6183,eastern cape,rural,poorer,male,18,secondary,never married,2
6184,mpumalanga,rural,richer,male,48,higher,divorced/separated,4
6185,mpumalanga,rural,middle,female,53,"no education, preschool",never married,4
6186,mpumalanga,rural,middle,male,45,secondary,never married,2
6187,mpumalanga,rural,middle,female,40,secondary,married,3
6188,mpumalanga,rural,middle,male,16,primary,never married,2
6189,mpumalanga,rural,middle,male,63,"no education, preschool",widowed,2
6190,mpumalanga,rural,middle,male,26,secondary,never married,2
6191,mpumalanga,rural,middle,male,57,primary,married,4
6192,mpumalanga,rural,richest,female,32,secondary,married,3
6193,mpumalanga,rural,middle,female,39,secondary,never married,3
6194,mpumalanga,rural,middle,male,37,primary,never married,2
6195,mpumalanga,rural,middle,female,18,secondary,never married,1
6196,mpumalanga,rural,middle,female,17,secondary,never married,2
6197,mpumalanga,rural,middle,female,15,secondary,never married,1
6198,mpumalanga,rural,middle,female,37,secondary,married,3
6199,mpumalanga,rural,richer,male,28,secondary,never married,2
6200,mpumalanga,rural,richer,female,41,higher,married,3
6201,mpumalanga,rural,richer,female,17,secondary,never married,3
6202,mpumalanga,rural,richer,male,15,secondary,never married,4
6203,eastern cape,rural,poorest,female,35,secondary,never married,1
6204,eastern cape,rural,poorest,female,41,secondary,never married,1
6205,eastern cape,rural,poorest,male,54,primary,never married,2
6206,eastern cape,rural,poorest,male,33,secondary,never married,2
6207,eastern cape,rural,poorest,female,20,secondary,never married,1
6208,eastern cape,rural,poorer,female,32,secondary,never married,3
6209,eastern cape,rural,poorer,female,48,primary,married,4
6210,eastern cape,rural,poorest,male,57,primary,married,2
6211,eastern cape,rural,poorest,female,51,primary,married,1
6212,eastern cape,rural,poorest,female,85,primary,widowed,4
6213,eastern cape,rural,poorest,male,28,secondary,never married,2
6214,gauteng,urban,richer,female,67,"no education, preschool",never married,4
6215,gauteng,urban,richer,female,32,secondary,never married,1
6216,gauteng,urban,richest,male,62,secondary,married,2
6217,gauteng,urban,richest,female,60,"no education, preschool",married,3
6218,gauteng,urban,middle,male,60,primary,married,2
6219,gauteng,urban,middle,female,57,primary,married,4
6220,gauteng,urban,richer,male,66,"no education, preschool",married,4
6221,gauteng,urban,richer,female,61,"no education, preschool",married,5
6222,gauteng,urban,richer,male,64,secondary,divorced/separated,5
6223,western cape,urban,richest,female,68,primary,never married,1
6224,western cape,urban,richest,female,60,primary,never married,5
6225,western cape,urban,richest,female,58,primary,widowed,3
6226,western cape,urban,poorer,female,43,secondary,married,1
6227,western cape,urban,richer,female,45,secondary,divorced/separated,2
6228,western cape,urban,richer,male,27,secondary,married,2
6229,western cape,urban,richer,female,26,secondary,married,1
6230,western cape,urban,poorer,female,36,secondary,married,2
6231,eastern cape,rural,poorer,male,20,secondary,never married,2
6232,eastern cape,rural,poorer,female,15,secondary,never married,1
6233,eastern cape,rural,poorest,female,77,"no education, preschool",widowed,1
6234,eastern cape,rural,poorest,male,76,"no education, preschool",married,1
6235,eastern cape,rural,poorest,female,54,primary,married,5
6236,eastern cape,rural,poorer,female,76,primary,widowed,1
